Word,Valence,Arousal,Dominance,Concreteness
unmolded,0.591786,0.343334,0.600658,0.784931
greenback,0.533697,0.429482,0.516987,0.583757
tinkly,0.716213,0.447556,0.632024,0.704728
shipments,0.547979,0.485653,0.580606,0.677083
pixilated,0.519906,0.538110,0.521307,0.656167
streak,0.561236,0.506960,0.580212,0.727387
opalescence,0.680852,0.363699,0.606909,0.744505
oohs,0.738553,0.530588,0.665044,0.632169
committing,0.458042,0.500093,0.555371,0.475521
classy,0.716209,0.506646,0.708840,0.433223
sugarcane,0.512942,0.435558,0.555364,0.739694
limitless,0.686797,0.522300,0.627531,0.397452
diminishing,0.522370,0.441504,0.517699,0.441265
vexing,0.494906,0.478792,0.565951,0.429778
chumminess,0.504282,0.464152,0.573586,0.359425
unconsumed,0.490050,0.404122,0.537165,0.634986
metrics,0.626778,0.367449,0.627806,0.548084
venial,0.430309,0.414122,0.516770,0.315519
errors,0.391730,0.438331,0.448371,0.573623
mouth,0.493709,0.453163,0.540269,0.831892
reverence,0.708187,0.454013,0.650497,0.251413
conceded,0.551261,0.397717,0.597036,0.464724
fluster,0.475491,0.558183,0.532243,0.599947
expanse,0.636302,0.385825,0.573928,0.798321
mongooses,0.558860,0.521861,0.518572,0.726489
expound,0.593965,0.436660,0.637208,0.563200
disregards,0.439593,0.431687,0.507389,0.407926
singer,0.591365,0.522157,0.560245,0.763750
singes,0.569113,0.482536,0.579182,0.650953
goosed,0.574487,0.482114,0.585058,0.554888
baldy,0.465907,0.478242,0.504129,0.856764
purges,0.336979,0.573608,0.450364,0.554728
vertices,0.516312,0.421579,0.499764,0.701760
nettle,0.576756,0.361889,0.593314,0.727802
tech,0.592160,0.473722,0.594363,0.667350
fugitives,0.491341,0.568090,0.521699,0.698781
thunder,0.631968,0.547323,0.585997,0.774836
promiscuously,0.514363,0.509421,0.520474,0.351048
homophone,0.555280,0.412415,0.576083,0.552436
purged,0.400751,0.453499,0.530089,0.431072
mastectomies,0.432126,0.541307,0.471853,0.587493
saying,0.633476,0.497893,0.640965,0.577795
forbearer,0.583797,0.453870,0.578675,0.389625
hereford,0.693306,0.388589,0.636899,0.845044
inmates,0.489576,0.511253,0.494577,0.759002
identity_theft,0.339552,0.537061,0.446237,0.638272
braising,0.583245,0.374265,0.652437,0.825003
disassociation,0.409925,0.447301,0.479764,0.310878
tempter,0.456474,0.505377,0.496371,0.548403
contraindication,0.362112,0.384811,0.435188,0.540182
loitered,0.478680,0.411151,0.574804,0.599765
jocular,0.565835,0.432707,0.616230,0.498104
padded,0.519277,0.347453,0.557362,0.686877
fennel,0.705191,0.401669,0.632568,0.868966
payors,0.432626,0.469789,0.475446,0.503590
ulcer,0.305356,0.473691,0.411951,0.841286
loiterer,0.385354,0.523052,0.471898,0.798715
tempted,0.550714,0.510981,0.555259,0.483705
cheaply,0.563332,0.430498,0.594163,0.431906
turgidity,0.307184,0.486788,0.397607,0.421905
pontoons,0.627191,0.389199,0.597617,0.850168
hounded,0.281008,0.530839,0.428457,0.458422
vindictive,0.228067,0.630293,0.438802,0.377314
apace,0.556406,0.446888,0.581013,0.522954
pomo,0.485954,0.481421,0.531872,0.506430
clicked,0.671994,0.488159,0.660168,0.651797
charges,0.456763,0.497964,0.505301,0.606808
excavator,0.578680,0.407529,0.610779,0.970260
rapiers,0.568485,0.533717,0.591288,0.735243
vetoing,0.474339,0.491471,0.519546,0.548844
coypu,0.440410,0.435952,0.472143,0.791577
baby's,0.621066,0.427788,0.567604,0.833162
neighs,0.595645,0.427587,0.572946,0.798670
subluxation,0.361460,0.394129,0.438591,0.548949
rico,0.555949,0.461630,0.560773,0.639846
midshipmen,0.662251,0.450668,0.596201,0.657026
statehouse,0.550965,0.430428,0.542285,0.675879
bliss,0.692991,0.545744,0.604214,0.445295
rick,0.411612,0.443383,0.440597,0.655747
rich,0.666423,0.531833,0.633463,0.589697
brussels_sprouts,0.580871,0.404709,0.560511,0.825529
rice,0.617343,0.369434,0.601585,0.903404
mouthfuls,0.604432,0.420352,0.600116,0.658811
Mylar,0.653173,0.402817,0.595972,0.721176
tricker,0.623941,0.439104,0.628414,0.405792
plate,0.615112,0.334697,0.651142,0.951909
remotest,0.559302,0.465521,0.549213,0.437631
friendliest,0.746740,0.526025,0.680409,0.552876
freezer_compartment,0.628148,0.327745,0.651928,0.939742
roman_catholic,0.490629,0.402122,0.583963,0.571818
puckers,0.551596,0.531905,0.568053,0.778640
designing,0.658477,0.474228,0.680787,0.519167
umbilical,0.527240,0.471325,0.508322,0.695650
guileful,0.463386,0.468083,0.565155,0.270611
reapprove,0.516298,0.421450,0.564966,0.478680
photoelectric,0.640427,0.409779,0.619912,0.648785
altogether,0.371153,0.420841,0.460339,0.403038
affronted,0.432452,0.524731,0.489292,0.388055
nonbinding,0.540394,0.413200,0.560797,0.531253
misreported,0.408183,0.409594,0.492499,0.502062
droning,0.357933,0.474630,0.444269,0.630904
humidification,0.588639,0.370839,0.623664,0.621497
stoically,0.447072,0.377199,0.520377,0.454043
jaguar,0.621677,0.540191,0.553947,0.874133
traction,0.669139,0.467031,0.651339,0.559825
rectal,0.459705,0.468524,0.528109,0.733785
nicely,0.691749,0.368619,0.659547,0.431844
boarder,0.613851,0.412860,0.573305,0.864604
trills,0.698679,0.477220,0.625145,0.698319
pretzel,0.649043,0.489176,0.599402,0.890254
Andover,0.554249,0.412854,0.578988,0.601657
patch,0.561750,0.352421,0.580600,0.924375
Rio,0.620121,0.548752,0.634020,0.699149
eyelids,0.510882,0.427678,0.508465,0.896356
gobi,0.548908,0.398101,0.550204,0.720821
boarded,0.496849,0.414024,0.579944,0.598312
nandrolone,0.495408,0.492308,0.550682,0.733402
mazurkas,0.694276,0.419135,0.608049,0.561040
cull,0.384149,0.520138,0.508820,0.647200
programmatic,0.576960,0.439462,0.615787,0.415594
quested,0.731989,0.516008,0.698954,0.473275
heirloom,0.715261,0.410508,0.637764,0.773897
clarified,0.629542,0.398368,0.665078,0.327982
sensitivity,0.642192,0.447206,0.656601,0.384269
duct_tape,0.541969,0.469212,0.587146,0.920313
fishcakes,0.641850,0.371542,0.622790,0.874005
pinot,0.651554,0.457450,0.633464,0.803616
window_washer,0.524598,0.552248,0.512027,0.865267
bandstands,0.706837,0.391425,0.633430,0.870256
eschewing,0.489863,0.325822,0.568993,0.366144
erika,0.483155,0.456022,0.478680,0.700961
trivet,0.662250,0.302869,0.669473,1.104923
claystone,0.492574,0.327876,0.509241,0.647868
clarifier,0.563723,0.365596,0.594569,0.767462
clarifies,0.590903,0.437603,0.634584,0.339934
chads,0.537654,0.449179,0.527668,0.736834
advisedly,0.466106,0.422414,0.509654,0.417077
playfulness,0.759404,0.531884,0.685350,0.387510
lots,0.741711,0.424572,0.671998,0.655826
irs,0.553760,0.432470,0.575482,0.703087
motional,0.542871,0.480294,0.573378,0.374841
drover,0.561985,0.431706,0.591412,0.817155
droves,0.514520,0.459719,0.526027,0.523571
targets,0.558515,0.507797,0.610259,0.589851
moulting,0.502180,0.485780,0.499174,0.729933
irk,0.434178,0.520298,0.525967,0.357062
Dexedrine,0.471027,0.490963,0.495515,0.688844
offering,0.726225,0.521401,0.617215,0.494045
zlotys,0.565214,0.492883,0.580266,0.763237
conductive,0.545837,0.412599,0.577934,0.549559
ira,0.452451,0.440426,0.489929,0.507310
imprimatur,0.643736,0.426508,0.645009,0.528160
offertory,0.701157,0.407338,0.678137,0.743282
unobtrusiveness,0.798669,0.423561,0.769809,0.501993
solenoid,0.523518,0.403550,0.552494,0.802919
requisites,0.612900,0.509278,0.605176,0.469678
letting,0.561486,0.491453,0.588659,0.528748
redistricting,0.426474,0.487975,0.484934,0.634851
natura,0.544091,0.420472,0.549297,0.527920
monohydrate,0.449572,0.347750,0.527005,0.583172
extend,0.676024,0.387232,0.656471,0.503161
nature,0.740683,0.451170,0.654708,0.371899
quadruplicate,0.460703,0.351127,0.512607,0.656480
lapping,0.584896,0.469429,0.596186,0.609804
discipling,0.639197,0.437739,0.637619,0.525328
vestment,0.613865,0.385256,0.621183,0.772812
terseness,0.613189,0.437822,0.625101,0.427726
extent,0.624142,0.422917,0.620032,0.358314
Bronx,0.480100,0.435917,0.560877,0.693819
patios,0.708292,0.357168,0.653471,0.724436
quagmires,0.293396,0.482743,0.370056,0.496712
inflorescence,0.621478,0.416876,0.567142,0.839476
tyranny,0.392185,0.557045,0.464526,0.464088
airflow,0.521888,0.429584,0.584119,0.661417
veep,0.584109,0.467076,0.612067,0.680981
observing,0.659158,0.404607,0.628534,0.451164
veer,0.480385,0.514686,0.533997,0.634618
vees,0.559780,0.351532,0.579367,0.778286
voyeuristic,0.436672,0.545713,0.520679,0.419366
sparta,0.487735,0.390864,0.546719,0.617844
heating,0.543347,0.447341,0.586251,0.703827
incense,0.598475,0.418809,0.550331,0.765738
Laura,0.604162,0.449803,0.580680,0.728892
antipoverty,0.499472,0.435299,0.577116,0.567710
anatomic,0.534821,0.439413,0.558526,0.580581
resending,0.393746,0.457530,0.515639,0.442239
himalayan,0.687248,0.455996,0.571249,0.674319
polyesters,0.611973,0.342506,0.582559,0.674546
southeastern,0.602108,0.438456,0.575499,0.698098
fearlessly,0.625817,0.476496,0.629006,0.332694
eradicate,0.486716,0.503658,0.569540,0.475316
etchings,0.578425,0.435082,0.569109,0.779547
rehash,0.438934,0.426641,0.521105,0.495564
mortified,0.452543,0.534036,0.493118,0.479065
foreclosing,0.417159,0.481147,0.497844,0.541893
fringed,0.603092,0.375841,0.556395,0.761538
fondler,0.327649,0.542491,0.429189,0.893278
limitedly,0.640163,0.431356,0.616800,0.327206
blonds,0.630345,0.505490,0.564980,0.692098
meaningfulness,0.699034,0.416826,0.652523,0.242639
wearying,0.396873,0.455376,0.481496,0.404315
gypsies,0.474833,0.477892,0.498998,0.668637
unhealed,0.403839,0.475235,0.458485,0.647431
canneries,0.532060,0.383060,0.525440,0.719067
charnel,0.554993,0.513524,0.559540,0.515496
minuses,0.536332,0.387891,0.573723,0.486643
verifying,0.500333,0.408235,0.604352,0.466704
evolutionist,0.519520,0.404512,0.531714,0.598136
escalade,0.573696,0.463633,0.597773,0.740574
brindle,0.635654,0.435098,0.580649,0.858027
humming,0.638869,0.437723,0.638436,0.658527
chino,0.541661,0.384349,0.563654,0.746605
godhead,0.592290,0.485870,0.565433,0.478497
pastored,0.606146,0.393327,0.604903,0.756405
shampooed,0.563594,0.361461,0.598921,0.729351
relearns,0.605603,0.410499,0.621396,0.657393
underdone,0.400136,0.470832,0.471535,0.578028
angel,0.675567,0.478775,0.573669,0.754148
omega,0.626959,0.444831,0.580593,0.661376
triviality,0.462583,0.404160,0.547660,0.310042
union,0.506684,0.427754,0.557057,0.664177
grotto,0.733987,0.431129,0.610032,0.792475
fro,0.565025,0.390130,0.564289,0.544386
cue,0.666792,0.423087,0.661983,0.671995
communicants,0.630809,0.364852,0.586483,0.666574
muck,0.373077,0.444628,0.494914,0.707921
hardworking,0.685152,0.467362,0.683219,0.506881
much,0.618140,0.419520,0.650009,0.492002
sommelier,0.699504,0.414157,0.674258,0.700759
wiseguy,0.482009,0.448804,0.543868,0.670294
destructible,0.556622,0.593065,0.574251,0.640709
progenitor,0.613214,0.440404,0.547402,0.462096
Hoosier,0.552765,0.459488,0.579841,0.583522
unleavened,0.498316,0.397736,0.555691,0.517867
fry,0.591994,0.472902,0.589137,0.828183
mothball,0.462763,0.456481,0.507882,0.663542
tallest,0.577918,0.559667,0.565045,0.804382
premies,0.636719,0.495447,0.557687,0.527445
obese,0.365030,0.569247,0.430760,0.652686
Poseidon,0.579860,0.492751,0.563601,0.647363
spiv,0.408232,0.521484,0.500020,0.670434
retrospect,0.614835,0.394368,0.591155,0.358571
spit,0.401565,0.495146,0.517355,0.780214
conifers,0.619016,0.365750,0.564930,0.811862
allotting,0.557981,0.432725,0.607609,0.395854
spic,0.556745,0.430508,0.639906,0.610522
fibroblast,0.494835,0.440930,0.505736,0.623314
satrapies,0.484990,0.455057,0.472104,0.529901
phlox,0.632484,0.411706,0.576242,0.778210
doubts,0.507374,0.511287,0.548237,0.452796
spin,0.518600,0.514457,0.531355,0.723321
propellants,0.567638,0.452842,0.594620,0.673924
skilfully,0.609017,0.418450,0.630454,0.391408
wildcat,0.533888,0.530962,0.529538,0.811204
overflight,0.645647,0.466186,0.602973,0.622788
cul,0.477949,0.448180,0.537702,0.623901
participatory,0.675771,0.427207,0.693440,0.460757
farseeing,0.726340,0.490245,0.671137,0.383772
preempting,0.432497,0.476762,0.521391,0.487721
doa,0.540403,0.401099,0.551844,0.527952
contingencies,0.530111,0.487481,0.526563,0.446483
boule,0.687267,0.328179,0.645688,0.882867
professionally,0.675845,0.437924,0.639688,0.370705
paraglider,0.649428,0.514185,0.589689,0.963773
microbiological,0.464362,0.457914,0.557560,0.530751
misconstrued,0.410317,0.431581,0.519498,0.452745
rescinds,0.456893,0.438689,0.535969,0.571096
groats,0.614356,0.342574,0.606257,0.762005
jimmie,0.492525,0.469918,0.488009,0.896459
punching_bag,0.448553,0.478384,0.539575,0.802651
prostrate,0.391523,0.412239,0.468589,0.501943
blowpipes,0.603087,0.476100,0.599789,0.872581
biddies,0.465475,0.466544,0.506212,0.672299
nabumetone,0.407000,0.400338,0.504041,0.462562
moraines,0.657538,0.342908,0.540618,0.641903
cupful,0.544564,0.407000,0.584379,0.873347
saltiness,0.659285,0.454420,0.620760,0.646204
canoeing,0.760067,0.432902,0.660423,0.805926
snipers,0.364055,0.584686,0.442861,0.767840
riparian,0.631735,0.407753,0.618312,0.637587
rebus,0.682427,0.390168,0.658695,0.631228
ditching,0.488626,0.445040,0.573705,0.485901
orphanages,0.574339,0.446763,0.546307,0.559171
verges,0.435505,0.423187,0.528962,0.559894
healthiness,0.656266,0.455317,0.649271,0.525633
kohl,0.561320,0.462519,0.568670,0.843805
conditioned,0.504222,0.455780,0.562260,0.425491
rusks,0.667526,0.346408,0.643602,0.956364
Potomac,0.544575,0.409732,0.576455,0.684329
eighteen,0.542041,0.407565,0.558337,0.567529
anhedonia,0.454461,0.470135,0.507343,0.387415
invalidates,0.504210,0.452695,0.551366,0.449993
noncompetitive,0.596422,0.397650,0.607644,0.464838
conditioner,0.611386,0.354088,0.645345,0.796885
oxymoron,0.529912,0.447411,0.532448,0.465394
breakfast,0.758639,0.449551,0.707221,0.838385
patternmaker,0.616240,0.365060,0.624194,0.842598
hone,0.647703,0.511530,0.686803,0.572627
memorial,0.609552,0.428038,0.556430,0.758392
inventively,0.532991,0.508770,0.540608,0.469630
malefactors,0.411012,0.489716,0.496403,0.457706
jolting,0.526322,0.540035,0.514293,0.539637
remand,0.339278,0.420530,0.454363,0.667096
mummified,0.440328,0.443934,0.473543,0.742916
honk,0.561596,0.499903,0.561769,0.702706
Tahitian,0.722276,0.481039,0.622729,0.689810
rectifiable,0.537201,0.397002,0.576060,0.385978
split,0.509554,0.478270,0.581477,0.577384
brines,0.536847,0.430476,0.548858,0.601316
visitations,0.579115,0.530777,0.549554,0.460245
codename,0.598090,0.465248,0.610263,0.654155
principals,0.669731,0.412194,0.634372,0.584343
fireweed,0.568578,0.422306,0.515659,0.784651
Chinese,0.597757,0.436371,0.589738,0.726984
spying,0.416586,0.569226,0.517214,0.624327
boiled,0.516126,0.415986,0.595910,0.766015
effortlessly,0.751453,0.413658,0.709876,0.405086
communally,0.533445,0.386818,0.542940,0.414328
inadvertently,0.456227,0.439291,0.515367,0.440682
marcher,0.524284,0.451548,0.578716,0.945411
puns,0.580550,0.526135,0.575945,0.598829
crosstie,0.518706,0.302117,0.588243,0.794885
torpedoes,0.439728,0.581948,0.480465,0.659225
refit,0.625060,0.492643,0.604140,0.655546
disney,0.659471,0.463991,0.575939,0.688242
displace,0.437681,0.423163,0.525063,0.480602
marched,0.512796,0.484846,0.591012,0.763388
graduations,0.651884,0.426985,0.562983,0.559099
boiler,0.512364,0.418210,0.580315,0.869336
inquorate,0.402752,0.407052,0.447493,0.363342
supper,0.698248,0.448822,0.634359,0.816064
Persia,0.618110,0.492392,0.573883,0.518726
sour_cream,0.703795,0.415905,0.646179,0.869329
torpedoed,0.427425,0.498539,0.482515,0.562513
featherweight,0.610369,0.494610,0.635226,0.704020
downwardly,0.504119,0.265075,0.525208,0.474529
pacey,0.536973,0.492212,0.571812,0.627900
furlough,0.451320,0.499247,0.486182,0.613976
outstripped,0.573591,0.442911,0.568416,0.580130
peremptory,0.459363,0.470974,0.498265,0.388415
noblewoman,0.486216,0.460662,0.505516,0.691192
kitchen_sink,0.483661,0.477597,0.567859,0.864804
denaturing,0.472112,0.336339,0.557728,0.390589
mentors,0.773844,0.422515,0.712126,0.644441
stillness,0.720655,0.435530,0.625170,0.527954
academia,0.566889,0.412293,0.610911,0.541317
lonelier,0.476104,0.491945,0.517636,0.457559
tamps,0.480037,0.461595,0.570379,0.646180
dirtying,0.333371,0.434699,0.520099,0.561216
corporate,0.607814,0.440993,0.634783,0.531363
massaging,0.578548,0.440492,0.604229,0.622809
plaque,0.560594,0.361902,0.619933,0.876987
outlived,0.453785,0.401971,0.518208,0.400714
gigolo,0.521462,0.570107,0.519758,0.573495
sundrenched,0.749256,0.445282,0.659129,0.732175
jointure,0.543518,0.431943,0.591124,0.457095
absurdities,0.507256,0.481610,0.528172,0.451193
scorekeeping,0.653617,0.390192,0.638378,0.548208
bickered,0.459541,0.439165,0.543674,0.536624
epochs,0.693670,0.451698,0.568678,0.497428
portrayer,0.675559,0.488774,0.632280,0.656054
roadrunner,0.688562,0.502249,0.611460,0.822771
psychometrics,0.566613,0.363338,0.584755,0.497584
homogeneity,0.486865,0.417376,0.574703,0.330409
snickered,0.423195,0.530234,0.499837,0.464615
airbag,0.516923,0.420708,0.509304,0.808391
prognosticate,0.514858,0.410822,0.586228,0.458218
pethidine,0.358254,0.455932,0.453485,0.715878
portrayed,0.497829,0.501063,0.592330,0.498354
lasso,0.596053,0.532213,0.612823,0.825274
hah,0.510771,0.448896,0.537142,0.623988
upsides,0.696467,0.503678,0.653462,0.477929
hal,0.608617,0.390157,0.620228,0.694897
ham,0.569492,0.431973,0.597014,0.813358
duffer,0.557286,0.394015,0.573593,0.643409
aquaplane,0.437073,0.492979,0.480067,0.795867
toeless,0.681202,0.365408,0.631047,0.892878
Oscar,0.609233,0.504323,0.604518,0.576632
espouses,0.586511,0.469176,0.638144,0.492209
had,0.641912,0.431506,0.625562,0.492883
insubordination,0.341770,0.548663,0.449918,0.555612
hag,0.396628,0.460502,0.451440,0.744253
hay,0.604603,0.385773,0.592017,0.861539
Connecticut,0.567803,0.450712,0.555187,0.606771
advantages,0.654886,0.475462,0.650548,0.301760
beloved,0.746371,0.457991,0.668609,0.488946
duffel,0.666959,0.356581,0.657296,0.981193
has,0.674241,0.429545,0.636114,0.507457
hat,0.666155,0.370658,0.639804,1.019564
preciously,0.639663,0.365832,0.607249,0.406668
sulfa,0.415426,0.413324,0.466851,0.678510
haw,0.483966,0.352792,0.517165,0.583577
guilts,0.384159,0.507523,0.474787,0.542693
unblinkingly,0.472826,0.417687,0.525110,0.418702
municipal,0.589266,0.388473,0.612067,0.541720
irretrievable,0.458564,0.475012,0.499767,0.415228
elders,0.651609,0.319870,0.582594,0.590644
survival,0.571638,0.547311,0.573359,0.496851
online,0.690262,0.443760,0.644838,0.651436
gatehouse,0.627663,0.300601,0.642016,0.843941
constrictors,0.479286,0.548120,0.472242,0.853489
unequivocally,0.591151,0.485599,0.646756,0.354961
objective,0.679990,0.445083,0.722664,0.391682
arm_twisting,0.481460,0.543555,0.558122,0.452418
otherworldly,0.660333,0.537342,0.555580,0.415870
indicative,0.536639,0.477402,0.540539,0.453503
compaction,0.410039,0.381114,0.512827,0.587917
clustered,0.568787,0.379268,0.603247,0.653294
shadow,0.498411,0.446574,0.531976,0.656784
flotsam,0.484668,0.398444,0.506780,0.562615
fortis,0.629502,0.423505,0.590231,0.684549
riskiness,0.496989,0.488941,0.510506,0.368756
nonconsecutive,0.514145,0.384228,0.550695,0.592997
sleuthing,0.597152,0.506448,0.653955,0.660304
masonic,0.610477,0.461931,0.593082,0.695648
plutons,0.564895,0.392768,0.501208,0.494112
semi,0.522273,0.370693,0.583244,0.694588
unfilmed,0.603276,0.492877,0.552129,0.393876
studiousness,0.606152,0.489760,0.585825,0.382614
alice,0.635026,0.439643,0.556567,0.642075
gangplank,0.548521,0.404470,0.526387,0.834742
festivities,0.731955,0.540915,0.624294,0.686087
sequels,0.543760,0.533719,0.511826,0.502930
strophic,0.653028,0.454288,0.602807,0.458609
picoseconds,0.606752,0.442982,0.550539,0.558288
